s_measuretime,s_nodeid,s_volt,s_type,s_rmsx,s_rmsy,s_rmsz,s_temp,s_dir,v_type,v_lvol,v_rvol,v_ldir,v_rdir,vec,seta 
2022-11-09 9:51,0,3,8,0.47323,0.35717,0.32355,23,0,1,1,0,0,0,0.675427,105.025
2022-11-09 9:52,0,3,8,0.47376,0.35143,0.31766,23,0,1,1,0,0,0,0.66997,104.944
2022-11-09 9:53,0,3,8,0.46836,0.35561,0.31594,23,0,1,1,0,0,0,0.667561,104.991
2022-11-09 9:54,0,3,8,0.47408,0.35575,0.31676,23,0,1,1,0,0,0,0.672047,104.947
2022-11-09 9:55,0,3,8,0.48104,0.35758,0.32425,23,0,1,1,0,0,0,0.68147,104.963
2022-11-09 9:56,0,3,8,0.47871,0.36038,0.3296,23,0,1,1,0,0,0,0.683866,105.043
2022-11-09 9:57,0,3,8,0.48095,0.35991,0.31746,23,0,1,1,0,0,0,0.679433,104.904
2022-11-09 9:58,0,3,8,0.48074,0.36161,0.32198,23,0,1,1,0,0,0,0.682308,104.957
2022-11-09 9:59,0,3,8,0.48585,0.36263,0.32621,23,0,1,1,0,0,0,0.68845,104.956
2022-11-09 10:00,0,3,8,0.48393,0.36159,0.32606,23,0,1,1,0,0,0,0.686477,104.968
2022-11-09 10:01,0,3,8,0.48084,0.35645,0.32621,23,0,1,1,0,0,0,0.681672,104.978
2022-11-09 10:02,0,3,8,0.47742,0.35661,0.32181,23,0,1,1,0,0,0,0.677246,104.969
2022-11-09 10:03,0,3,8,0.48017,0.36018,0.32081,24,0,1,1,0,0,0,0.680597,104.946
2022-11-09 10:04,0,3,8,0.48173,0.36228,0.32212,23,0,1,1,0,0,0,0.683427,104.952
2022-11-09 10:05,0,3,8,0.47808,0.35581,0.327,23,0,1,1,0,0,0,0.679772,105.008
2022-11-09 10:06,0,3,8,0.47927,0.36191,0.32744,23,0,1,1,0,0,0,0.684029,105.024
2022-11-09 10:07,0,3,8,0.48156,0.36421,0.32004,23,0,1,1,0,0,0,0.683355,104.938
2022-11-09 10:08,0,3,8,0.48587,0.35986,0.32142,23,0,1,1,0,0,0,0.684748,104.899
2022-11-09 10:09,0,3,8,0.48527,0.36604,0.32185,23,0,1,1,0,0,0,0.687793,104.929
2022-11-09 10:10,0,3,8,0.48842,0.37085,0.32115,23,0,1,1,0,0,0,0.692258,104.906
2022-11-09 10:11,0,3,8,0.49116,0.36755,0.32381,23,0,1,1,0,0,0,0.693674,104.9
2022-11-09 10:12,0,3,8,0.49496,0.36812,0.3357,23,0,1,1,0,0,0,0.702276,104.982
2022-11-09 10:13,0,3,8,0.49398,0.37078,0.33655,23,0,1,1,0,0,0,0.703392,105.008
2022-11-09 10:14,0,3,8,0.48704,0.3676,0.33103,23,0,1,1,0,0,0,0.694204,105.007
2022-11-09 10:15,0,3,8,0.4893,0.36348,0.32458,23,0,1,1,0,0,0,0.690568,104.911
2022-11-09 10:16,0,3,8,0.49077,0.36696,0.33353,23,0,1,1,0,0,0,0.69768,104.995
2022-11-09 10:17,0,3,8,0.48778,0.36797,0.32497,23,0,1,1,0,0,0,0.692053,104.943
2022-11-09 10:18,0,3,8,0.48582,0.36766,0.32072,23,0,1,1,0,0,0,0.688517,104.916
2022-11-09 10:19,0,3,8,0.49406,0.36442,0.32752,23,0,1,1,0,0,0,0.695821,104.9
2022-11-09 10:20,0,3,8,0.49146,0.37067,0.32836,23,0,1,1,0,0,0,0.697674,104.953
2022-11-09 10:21,0,3,8,0.48981,0.36809,0.32408,23,0,1,1,0,0,0,0.693132,104.917
2022-11-09 10:22,0,3,8,0.49171,0.3669,0.32142,23,0,1,1,0,0,0,0.692608,104.868
2022-11-09 10:23,0,3,8,0.49245,0.3694,0.33352,23,0,1,1,0,0,0,0.700142,104.989
2022-11-09 10:24,0,3,8,0.49439,0.36831,0.32088,23,0,1,1,0,0,0,0.695009,104.842
2022-11-09 10:25,0,3,8,0.49752,0.37499,0.33164,23,0,1,1,0,0,0,0.705782,104.944
2022-11-09 10:26,0,3,8,0.49695,0.36626,0.33614,23,0,1,1,0,0,0,0.702919,104.961
2022-11-09 10:27,0,3,8,0.50571,0.37682,0.32886,23,0,1,1,0,0,0,0.711256,104.849
2022-11-09 10:28,0,3,8,0.50579,0.37747,0.33509,23,0,1,1,0,0,0,0.714558,104.913
2022-11-09 10:29,0,3,8,0.51283,0.37542,0.33884,23,0,1,1,0,0,0,0.720241,104.879
2022-11-09 10:30,0,3,8,0.50946,0.38065,0.3318,23,0,1,1,0,0,0,0.717311,104.857
2022-11-09 10:31,0,3,8,0.51216,0.37813,0.33025,23,0,1,1,0,0,0,0.717186,104.809
2022-11-09 10:32,0,3,8,0.50743,0.37467,0.33865,23,0,1,1,0,0,0,0.715924,104.923
2022-11-09 10:33,0,3,8,0.50654,0.37727,0.33345,23,0,1,1,0,0,0,0.714216,104.89
2022-11-09 10:34,0,3,8,0.50028,0.37651,0.33129,23,0,1,1,0,0,0,0.708373,104.921
2022-11-09 10:35,0,3,8,0.50514,0.37867,0.33156,23,0,1,1,0,0,0,0.713084,104.887
2022-11-09 10:36,0,3,8,0.50509,0.38455,0.32656,23,0,1,1,0,0,0,0.713888,104.849
2022-11-09 10:37,0,3,8,0.51492,0.38864,0.3366,23,0,1,1,0,0,0,0.727656,104.88
2022-11-09 10:38,0,3,8,0.5123,0.38776,0.34853,23,0,1,1,0,0,0,0.730946,105.014
2022-11-09 10:39,0,3,8,0.51068,0.38363,0.34334,23,0,1,1,0,0,0,0.725154,104.968
2022-11-09 10:40,0,3,8,0.50484,0.38344,0.34107,23,0,1,1,0,0,0,0.719874,104.996
2022-11-09 10:41,0,3,8,0.49701,0.38113,0.33208,23,0,1,1,0,0,0,0.708912,104.969
2022-11-09 10:42,0,3,8,0.50112,0.38337,0.33569,23,0,1,1,0,0,0,0.71469,104.976
2022-11-09 10:43,0,3,8,0.50314,0.38678,0.33411,23,0,1,1,0,0,0,0.717202,104.951
2022-11-09 10:44,0,3,8,0.50532,0.38526,0.3379,23,0,1,1,0,0,0,0.719687,104.967
2022-11-09 10:45,0,3,8,0.4983,0.38151,0.32885,23,0,1,1,0,0,0,0.708516,104.926
2022-11-09 10:46,0,3,8,0.49862,0.38165,0.33833,23,0,1,1,0,0,0,0.713264,105.018
2022-11-09 10:47,0,3,8,0.49319,0.37532,0.32124,23,0,1,1,0,0,0,0.698066,104.875
2022-11-09 10:48,0,3,8,0.5009,0.37476,0.33955,23,0,1,1,0,0,0,0.711787,104.988
2022-11-09 10:49,0,3,8,0.49267,0.37611,0.3261,23,0,1,1,0,0,0,0.700374,104.934
2022-11-09 10:50,0,3,8,0.49115,0.37532,0.32217,23,0,1,1,0,0,0,0.697056,104.903
2022-11-09 10:51,0,3,8,0.48862,0.37127,0.32826,23,0,1,1,0,0,0,0.695949,104.978
2022-11-09 10:52,0,3,8,0.49575,0.37871,0.32861,23,0,1,1,0,0,0,0.705106,104.939
2022-11-09 10:53,0,3,8,0.49964,0.38122,0.33123,23,0,1,1,0,0,0,0.71041,104.938
2022-11-09 10:54,0,3,8,0.50352,0.38466,0.33725,23,0,1,1,0,0,0,0.717798,104.974
2022-11-09 10:55,0,3,8,0.50835,0.38337,0.33405,23,0,1,1,0,0,0,0.719014,104.897
2022-11-09 10:56,0,3,8,0.50686,0.38907,0.33035,23,0,1,1,0,0,0,0.719315,104.884
2022-11-09 10:57,0,3,8,0.50759,0.38301,0.33168,23,0,1,1,0,0,0,0.717186,104.878
2022-11-09 10:58,0,3,8,0.50575,0.38801,0.32901,23,0,1,1,0,0,0,0.717344,104.877
2022-11-09 10:59,0,3,8,0.50349,0.38038,0.33226,23,0,1,1,0,0,0,0.713153,104.913
2022-11-09 11:00,0,3,8,0.51097,0.38587,0.33446,23,0,1,1,0,0,0,0.722391,104.885
2022-11-09 11:01,0,3,8,0.51211,0.38509,0.33212,23,0,1,1,0,0,0,0.721703,104.849
2022-11-09 11:02,0,3,8,0.50817,0.38028,0.33035,23,0,1,1,0,0,0,0.715528,104.852
2022-11-09 11:03,0,3,8,0.5081,0.38491,0.3314,23,0,1,1,0,0,0,0.718434,104.876
2022-11-09 11:04,0,3,8,0.50236,0.37677,0.32881,23,0,1,1,0,0,0,0.708828,104.878
2022-11-09 11:05,0,3,8,0.50963,0.38462,0.33971,23,0,1,1,0,0,0,0.723228,104.946
2022-11-09 11:06,0,3,8,0.50607,0.3806,0.32949,23,0,1,1,0,0,0,0.713812,104.862
2022-11-09 11:07,0,3,8,0.51116,0.38467,0.34455,23,0,1,1,0,0,0,0.726616,104.978
2022-11-09 11:08,0,3,8,0.5104,0.38754,0.33572,23,0,1,1,0,0,0,0.723466,104.907
2022-11-09 11:09,0,3,8,0.51176,0.38435,0.3395,23,0,1,1,0,0,0,0.724488,104.925
2022-11-09 11:10,0,3,8,0.5146,0.38731,0.34412,23,0,1,1,0,0,0,0.730233,104.953
2022-11-09 11:11,0,3,8,0.51556,0.38508,0.33687,23,0,1,1,0,0,0,0.72634,104.868
2022-11-09 11:12,0,3,8,0.51878,0.39071,0.34843,23,0,1,1,0,0,0,0.737015,104.968
2022-11-09 11:13,0,3,8,0.51305,0.39335,0.33988,23,0,1,1,0,0,0,0.730385,104.94
2022-11-09 11:14,0,3,8,0.50998,0.38646,0.34043,23,0,1,1,0,0,0,0.724792,104.955
2022-11-09 11:15,0,3,8,0.50944,0.38297,0.33837,23,0,1,1,0,0,0,0.721588,104.93
2022-11-09 11:16,0,3,8,0.51309,0.38599,0.32973,23,0,1,1,0,0,0,0.721784,104.816
2022-11-09 11:17,0,3,8,0.51151,0.38228,0.33277,23,0,1,1,0,0,0,0.720081,104.853
2022-11-09 11:18,0,3,8,0.51284,0.39059,0.33285,23,0,1,1,0,0,0,0.725503,104.863
2022-11-09 11:19,0,3,8,0.51453,0.39001,0.33525,23,0,1,1,0,0,0,0.72749,104.873
2022-11-09 11:20,0,3,8,0.50841,0.39324,0.34191,23,0,1,1,0,0,0,0.728025,104.999
2022-11-09 11:21,0,3,8,0.50965,0.38227,0.33586,23,0,1,1,0,0,0,0.720191,104.901
2022-11-09 11:22,0,3,8,0.50948,0.39153,0.3399,23,0,1,1,0,0,0,0.72691,104.966
2022-11-09 11:23,0,3,8,0.50748,0.38814,0.33503,23,0,1,1,0,0,0,0.721411,104.926
2022-11-09 11:24,0,3,8,0.51227,0.3846,0.33429,23,0,1,1,0,0,0,0.722556,104.869
2022-11-09 11:25,0,3,8,0.51226,0.38501,0.32582,23,0,1,1,0,0,0,0.718889,104.778
2022-11-09 11:26,0,3,8,0.5104,0.38254,0.34085,23,0,1,1,0,0,0,0.723204,104.944
2022-11-09 11:27,0,3,8,0.51378,0.38343,0.33509,23,0,1,1,0,0,0,0.723377,104.86
2022-11-09 11:28,0,3,8,0.50553,0.3796,0.33651,23,0,1,1,0,0,0,0.716167,104.936
2022-11-09 11:29,0,3,8,0.50758,0.37911,0.34481,23,0,1,1,0,0,0,0.721288,104.992
2022-11-09 11:30,0,3,8,0.50788,0.3851,0.33142,23,0,1,1,0,0,0,0.718389,104.878
2022-11-09 11:31,0,3,8,0.51157,0.38419,0.33344,24,0,1,1,0,0,0,0.721449,104.865
2022-11-09 11:32,0,3,8,0.50916,0.38372,0.33284,23,0,1,1,0,0,0,0.719213,104.879
2022-11-09 11:33,0,3,8,0.50641,0.38284,0.33019,23,0,1,1,0,0,0,0.715572,104.873
2022-11-09 11:34,0,3,8,0.50546,0.38501,0.33109,24,0,1,1,0,0,0,0.71648,104.896
2022-11-09 11:35,0,3,8,0.50748,0.38171,0.3369,23,0,1,1,0,0,0,0.718846,104.929
2022-11-09 11:36,0,3,8,0.49936,0.38164,0.33375,23,0,1,1,0,0,0,0.711617,104.967
2022-11-09 11:37,0,3,8,0.50571,0.37822,0.32895,23,0,1,1,0,0,0,0.71204,104.854
2022-11-09 11:38,0,3,8,0.50356,0.37568,0.34362,23,0,1,1,0,0,0,0.716089,105.004
2022-11-09 11:39,0,3,8,0.49775,0.37807,0.33126,24,0,1,1,0,0,0,0.707407,104.947
2022-11-09 11:40,0,3,8,0.4961,0.37559,0.33628,23,0,1,1,0,0,0,0.707296,105.003
2022-11-09 11:41,0,3,8,0.50214,0.37771,0.33104,23,0,1,1,0,0,0,0.710209,104.906
2022-11-09 11:42,0,3,8,0.49811,0.37685,0.32191,23,0,1,1,0,0,0,0.702677,104.842
2022-11-09 11:43,0,3,8,0.50054,0.37736,0.32864,23,0,1,1,0,0,0,0.707775,104.894
2022-11-09 11:44,0,3,8,0.49894,0.38063,0.33675,23,0,1,1,0,0,0,0.712194,104.997
2022-11-09 11:45,0,3,8,0.498,0.37976,0.32824,23,0,1,1,0,0,0,0.707081,104.918
2022-11-09 11:46,0,3,8,0.49658,0.38069,0.32639,23,0,1,1,0,0,0,0.705724,104.913
2022-11-09 11:47,0,3,8,0.50149,0.3818,0.34104,24,0,1,1,0,0,0,0.716639,105.019
2022-11-09 11:48,0,3,8,0.5044,0.38153,0.33686,23,0,1,1,0,0,0,0.716561,104.954
2022-11-09 11:49,0,3,8,0.4997,0.38433,0.32997,23,0,1,1,0,0,0,0.71154,104.932
2022-11-09 11:50,0,3,8,0.504,0.38623,0.32865,24,0,1,1,0,0,0,0.714983,104.885
2022-11-09 11:51,0,3,8,0.50008,0.38007,0.33718,23,0,1,1,0,0,0,0.712898,104.99
2022-11-09 11:52,0,3,8,0.50187,0.3815,0.33248,24,0,1,1,0,0,0,0.712712,104.933
2022-11-09 11:53,0,3,8,0.50365,0.38489,0.33265,24,0,1,1,0,0,0,0.715863,104.927
2022-11-09 11:54,0,3,8,0.50296,0.38229,0.33341,24,0,1,1,0,0,0,0.714337,104.935
2022-11-09 11:55,0,3,8,0.49818,0.38053,0.32878,23,0,1,1,0,0,0,0.707872,104.924
2022-11-09 11:56,0,3,8,0.50306,0.38139,0.32862,23,0,1,1,0,0,0,0.711701,104.882
2022-11-09 11:57,0,3,8,0.50655,0.3855,0.33859,24,0,1,1,0,0,0,0.721004,104.963
2022-11-09 11:58,0,3,8,0.5028,0.3796,0.33409,24,0,1,1,0,0,0,0.713106,104.936
2022-11-09 11:59,0,3,8,0.50222,0.38512,0.32695,23,0,1,1,0,0,0,0.712347,104.879
2022-11-09 12:00,0,3,8,0.50333,0.38007,0.33144,23,0,1,1,0,0,0,0.712493,104.906
2022-11-09 12:01,0,3,8,0.50915,0.38935,0.33285,24,0,1,1,0,0,0,0.72223,104.892
2022-11-09 12:02,0,3,8,0.50731,0.38874,0.33337,23,0,1,1,0,0,0,0.720845,104.912
2022-11-09 12:03,0,3,8,0.50717,0.38097,0.33545,23,0,1,1,0,0,0,0.717556,104.915
2022-11-09 12:04,0,3,8,0.49979,0.37974,0.33263,23,0,1,1,0,0,0,0.710377,104.948
2022-11-09 12:05,0,3,8,0.50347,0.38538,0.33263,24,0,1,1,0,0,0,0.715991,104.93
2022-11-09 12:06,0,3,8,0.50671,0.38805,0.3412,23,0,1,1,0,0,0,0.723709,104.994
2022-11-09 12:07,0,3,8,0.50317,0.38544,0.33327,24,0,1,1,0,0,0,0.71611,104.939
2022-11-09 12:08,0,3,8,0.50609,0.38875,0.32935,23,0,1,1,0,0,0,0.71814,104.879
2022-11-09 12:09,0,3,8,0.50256,0.38288,0.32943,23,0,1,1,0,0,0,0.712522,104.898
2022-11-09 12:10,0,3,8,0.50602,0.38371,0.33223,23,0,1,1,0,0,0,0.716705,104.9
2022-11-09 12:11,0,3,8,0.50288,0.38064,0.33037,24,0,1,1,0,0,0,0.711983,104.9
2022-11-09 12:12,0,3,8,0.50369,0.38228,0.32731,23,0,1,1,0,0,0,0.712021,104.864
2022-11-09 12:13,0,3,8,0.50129,0.38081,0.33348,24,0,1,1,0,0,0,0.712402,104.946
2022-11-09 12:14,0,3,8,0.50122,0.38052,0.33562,23,0,1,1,0,0,0,0.713202,104.967
2022-11-09 12:15,0,3,8,0.50176,0.37986,0.3278,23,0,1,1,0,0,0,0.709584,104.881
2022-11-09 12:16,0,3,8,0.50412,0.38282,0.32937,24,0,1,1,0,0,0,0.713563,104.884
2022-11-09 12:17,0,3,8,0.50389,0.37947,0.33436,24,0,1,1,0,0,0,0.713932,104.928
2022-11-09 12:18,0,3,8,0.51127,0.38136,0.33589,24,0,1,1,0,0,0,0.720871,104.885
2022-11-09 12:19,0,3,8,0.5134,0.38386,0.33298,24,0,1,1,0,0,0,0.72236,104.843
2022-11-09 12:20,0,3,8,0.51157,0.38548,0.33284,24,0,1,1,0,0,0,0.72186,104.862
2022-11-09 12:21,0,3,8,0.50899,0.38642,0.33085,24,0,1,1,0,0,0,0.71962,104.866
2022-11-09 12:22,0,3,8,0.51335,0.38356,0.34157,24,0,1,1,0,0,0,0.726166,104.928
2022-11-09 12:23,0,3,8,0.50864,0.38624,0.33354,24,0,1,1,0,0,0,0.720517,104.897
2022-11-09 12:24,0,3,8,0.51334,0.38218,0.34163,24,0,1,1,0,0,0,0.725459,104.925
2022-11-09 12:25,0,3,8,0.5027,0.3784,0.33666,24,0,1,1,0,0,0,0.713606,104.958
2022-11-09 12:26,0,3,8,0.51063,0.38354,0.32949,24,0,1,1,0,0,0,0.718616,104.83
2022-11-09 12:27,0,3,8,0.51328,0.38477,0.33713,24,0,1,1,0,0,0,0.72468,104.889
2022-11-09 12:28,0,3,8,0.51265,0.38708,0.33236,24,0,1,1,0,0,0,0.723259,104.851
2022-11-09 12:29,0,3,8,0.51749,0.38417,0.33591,24,0,1,1,0,0,0,0.726786,104.838
2022-11-09 12:30,0,3,8,0.51411,0.3884,0.33425,24,0,1,1,0,0,0,0.72587,104.862
2022-11-09 12:31,0,3,8,0.51901,0.38543,0.33888,24,0,1,1,0,0,0,0.729909,104.859
2022-11-09 12:32,0,3,8,0.51261,0.38405,0.34053,24,0,1,1,0,0,0,0.725413,104.926
2022-11-09 12:33,0,3,8,0.51745,0.39057,0.33681,23,0,1,1,0,0,0,0.730575,104.865
2022-11-09 12:34,0,3,8,0.51893,0.39295,0.3465,24,0,1,1,0,0,0,0.737401,104.955
2022-11-09 12:35,0,3,8,0.52217,0.39718,0.33658,24,0,1,1,0,0,0,0.73736,104.837
2022-11-09 12:36,0,3,8,0.51896,0.39473,0.34603,24,0,1,1,0,0,0,0.738152,104.955
2022-11-09 12:37,0,3,8,0.52201,0.39831,0.33977,24,0,1,1,0,0,0,0.739317,104.875
2022-11-09 12:38,0,3,8,0.51855,0.39829,0.33913,24,0,1,1,0,0,0,0.736572,104.897
2022-11-09 12:39,0,3,8,0.51528,0.3893,0.33381,24,0,1,1,0,0,0,0.726978,104.849
2022-11-09 12:40,0,3,8,0.52062,0.39024,0.34748,24,0,1,1,0,0,0,0.737614,104.942
2022-11-09 12:41,0,3,8,0.51784,0.38944,0.34443,24,0,1,1,0,0,0,0.733794,104.935
2022-11-09 12:42,0,3,8,0.51023,0.38535,0.3407,24,0,1,1,0,0,0,0.724504,104.952
2022-11-09 12:43,0,3,8,0.5159,0.39121,0.3362,24,0,1,1,0,0,0,0.72954,104.874
2022-11-09 12:44,0,3,8,0.51716,0.39288,0.33477,24,0,1,1,0,0,0,0.730671,104.851
2022-11-09 12:45,0,3,8,0.51749,0.38791,0.34419,24,0,1,1,0,0,0,0.732623,104.931
2022-11-09 12:46,0,3,8,0.51513,0.38993,0.34155,24,0,1,1,0,0,0,0.730795,104.931
2022-11-09 12:47,0,3,8,0.51214,0.38693,0.33186,24,0,1,1,0,0,0,0.722588,104.85
2022-11-09 12:48,0,3,8,0.51754,0.39233,0.33716,24,0,1,1,0,0,0,0.731743,104.872
2022-11-09 12:49,0,3,8,0.52075,0.38842,0.34722,24,0,1,1,0,0,0,0.736622,104.933
2022-11-09 12:50,0,3,8,0.51371,0.38649,0.34429,24,0,1,1,0,0,0,0.729252,104.96
2022-11-09 12:51,0,3,8,0.52123,0.38875,0.33877,24,0,1,1,0,0,0,0.733193,104.848
2022-11-09 12:52,0,3,8,0.51892,0.38918,0.33806,24,0,1,1,0,0,0,0.731453,104.862
2022-11-09 12:53,0,3,8,0.5301,0.39396,0.35445,24,0,1,1,0,0,0,0.749563,104.937
2022-11-09 12:54,0,3,8,0.52758,0.39722,0.33625,24,0,1,1,0,0,0,0.741072,104.787
2022-11-09 12:55,0,3,8,0.52795,0.39208,0.34783,24,0,1,1,0,0,0,0.743938,104.889
2022-11-09 12:56,0,3,8,0.52824,0.39285,0.33739,24,0,1,1,0,0,0,0.73973,104.783
2022-11-09 12:57,0,3,8,0.53015,0.39528,0.35431,24,0,1,1,0,0,0,0.750227,104.94
2022-11-09 12:58,0,3,8,0.52713,0.39581,0.35067,24,0,1,1,0,0,0,0.74666,104.933
2022-11-09 12:59,0,3,8,0.53181,0.40196,0.35847,24,0,1,1,0,0,0,0.756898,104.983
2022-11-09 13:00,0,3,8,0.52702,0.39522,0.33574,24,0,1,1,0,0,0,0.739372,104.781
2022-11-09 13:01,0,3,8,0.52769,0.39807,0.34152,24,0,1,1,0,0,0,0.744011,104.844
2022-11-09 13:02,0,3,8,0.52798,0.39181,0.35105,24,0,1,1,0,0,0,0.745328,104.918
2022-11-09 13:03,0,3,8,0.52956,0.39962,0.34259,24,0,1,1,0,0,0,0.746658,104.843
2022-11-09 13:04,0,3,8,0.53446,0.39646,0.3553,24,0,1,1,0,0,0,0.754365,104.917
2022-11-09 13:05,0,3,8,0.53405,0.3978,0.34658,24,0,1,1,0,0,0,0.750714,104.841
2022-11-09 13:06,0,3,8,0.53597,0.39806,0.34571,24,0,1,1,0,0,0,0.751818,104.817
2022-11-09 13:07,0,3,8,0.54235,0.40066,0.3596,24,0,1,1,0,0,0,0.764189,104.903
2022-11-09 13:08,0,3,8,0.53947,0.40131,0.34809,24,0,1,1,0,0,0,0.757129,104.82
2022-11-09 13:09,0,3,8,0.53592,0.40341,0.35464,24,0,1,1,0,0,0,0.758762,104.919
2022-11-09 13:10,0,3,8,0.53064,0.39265,0.35223,24,0,1,1,0,0,0,0.74821,104.909
2022-11-09 13:11,0,3,8,0.54592,0.40509,0.35417,24,0,1,1,0,0,0,0.766527,104.836
2022-11-09 13:12,0,3,8,0.53795,0.40527,0.34985,24,0,1,1,0,0,0,0.758966,104.86
2022-11-09 13:13,0,3,8,0.54001,0.40657,0.34345,24,0,1,1,0,0,0,0.7582,104.779
2022-11-09 13:14,0,3,8,0.54035,0.39881,0.35151,24,0,1,1,0,0,0,0.758015,104.839
2022-11-09 13:15,0,3,8,0.5297,0.39695,0.34596,24,0,1,1,0,0,0,0.746887,104.87
2022-11-09 13:16,0,3,8,0.53912,0.40137,0.34649,24,0,1,1,0,0,0,0.756177,104.806
2022-11-09 13:17,0,3,8,0.53977,0.39916,0.35521,24,0,1,1,0,0,0,0.759509,104.88
2022-11-09 13:18,0,3,8,0.5402,0.39883,0.35015,24,0,1,1,0,0,0,0.757289,104.827
2022-11-09 13:19,0,3,8,0.52912,0.39781,0.34792,24,0,1,1,0,0,0,0.747843,104.896
2022-11-09 13:20,0,3,8,0.53711,0.40201,0.34412,24,0,1,1,0,0,0,0.754001,104.8
2022-11-09 13:21,0,3,8,0.53741,0.39952,0.34278,24,0,1,1,0,0,0,0.752279,104.778
2022-11-09 13:22,0,3,8,0.53344,0.39949,0.34138,24,0,1,1,0,0,0,0.748793,104.797
2022-11-09 13:23,0,3,8,0.53348,0.40433,0.34194,24,0,1,1,0,0,0,0.751669,104.813
2022-11-09 13:24,0,3,8,0.5259,0.399,0.3437,24,0,1,1,0,0,0,0.744246,104.884
2022-11-09 13:25,0,3,8,0.52986,0.39026,0.3534,24,0,1,1,0,0,0,0.746958,104.917
2022-11-09 13:26,0,3,8,0.53527,0.3969,0.35454,24,0,1,1,0,0,0,0.754813,104.904
2022-11-09 13:27,0,3,8,0.53315,0.3935,0.35136,24,0,1,1,0,0,0,0.75003,104.882
2022-11-09 13:28,0,3,8,0.5407,0.4064,0.34775,24,0,1,1,0,0,0,0.760557,104.818
2022-11-09 13:29,0,3,8,0.54426,0.40083,0.36043,24,0,1,1,0,0,0,0.766024,104.895
2022-11-09 13:30,0,3,8,0.54269,0.40575,0.34982,24,0,1,1,0,0,0,0.762574,104.821
2022-11-09 13:31,0,3,8,0.54217,0.40203,0.35648,24,0,1,1,0,0,0,0.763318,104.88
2022-11-09 13:32,0,3,8,0.53696,0.39774,0.35286,24,0,1,1,0,0,0,0.755667,104.877
2022-11-09 13:33,0,3,8,0.53569,0.40103,0.35163,24,0,1,1,0,0,0,0.755932,104.886
2022-11-09 13:34,0,3,8,0.53741,0.40373,0.34494,24,0,1,1,0,0,0,0.755507,104.811
2022-11-09 13:35,0,3,8,0.53803,0.40706,0.35105,24,0,1,1,0,0,0,0.760533,104.876
2022-11-09 13:36,0,3,8,0.54542,0.40693,0.34631,24,0,1,1,0,0,0,0.763548,104.764
2022-11-09 13:37,0,3,8,0.53891,0.39911,0.35944,24,0,1,1,0,0,0,0.760861,104.925
2022-11-09 13:38,0,3,8,0.53994,0.40148,0.34963,24,0,1,1,0,0,0,0.758263,104.832
2022-11-09 13:39,0,3,8,0.54017,0.40255,0.3533,24,0,1,1,0,0,0,0.760691,104.868
2022-11-09 13:40,0,3,8,0.54046,0.39379,0.35949,24,0,1,1,0,0,0,0.759211,104.893
2022-11-09 13:41,0,3,8,0.54276,0.39538,0.35451,24,0,1,1,0,0,0,0.759336,104.835
2022-11-09 13:42,0,3,8,0.53981,0.40056,0.35106,24,0,1,1,0,0,0,0.758344,104.844
2022-11-09 13:43,0,3,8,0.54504,0.40125,0.36288,24,0,1,1,0,0,0,0.767953,104.911
2022-11-09 13:44,0,3,8,0.54639,0.40333,0.34988,24,0,1,1,0,0,0,0.763959,104.784
2022-11-09 13:45,0,3,8,0.55302,0.40238,0.35375,24,0,1,1,0,0,0,0.769987,104.763
2022-11-09 13:46,0,3,8,0.54935,0.40601,0.36368,24,0,1,1,0,0,0,0.773882,104.898
2022-11-09 13:47,0,3,8,0.55629,0.40137,0.36234,24,0,1,1,0,0,0,0.775788,104.812
2022-11-09 13:48,0,3,8,0.5561,0.40707,0.3669,24,0,1,1,0,0,0,0.780749,104.875
2022-11-09 13:49,0,3,8,0.55232,0.39653,0.35655,24,0,1,1,0,0,0,0.767738,104.776
2022-11-09 13:50,0,3,8,0.54826,0.39963,0.35255,24,0,1,1,0,0,0,0.764581,104.784
2022-11-09 13:51,0,3,8,0.54656,0.40137,0.34711,24,0,1,1,0,0,0,0.761782,104.749
2022-11-09 13:52,0,3,8,0.54091,0.39716,0.35313,24,0,1,1,0,0,0,0.758301,104.844
2022-11-09 13:53,0,3,8,0.54553,0.40407,0.35536,24,0,1,1,0,0,0,0.766261,104.848
2022-11-09 13:54,0,3,8,0.54465,0.40226,0.34751,24,0,1,1,0,0,0,0.761065,104.772
2022-11-09 13:55,0,3,8,0.55037,0.40536,0.35973,24,0,1,1,0,0,0,0.772418,104.852
2022-11-09 13:56,0,3,8,0.5502,0.40738,0.34897,24,0,1,1,0,0,0,0.768413,104.753
2022-11-09 13:57,0,3,8,0.55229,0.40945,0.35418,24,0,1,1,0,0,0,0.77338,104.794
2022-11-09 13:58,0,3,8,0.55415,0.40403,0.35744,24,0,1,1,0,0,0,0.77336,104.795
2022-11-09 13:59,0,3,8,0.55138,0.40812,0.34977,24,0,1,1,0,0,0,0.770014,104.753
2022-11-09 14:00,0,3,8,0.55343,0.40793,0.36785,24,0,1,1,0,0,0,0.779747,104.908
2022-11-09 14:01,0,3,8,0.54458,0.40405,0.3565,24,0,1,1,0,0,0,0.766104,104.866
2022-11-09 14:02,0,3,8,0.54667,0.40555,0.35668,24,0,1,1,0,0,0,0.768466,104.855
2022-11-09 14:03,0,3,8,0.53948,0.40605,0.34896,24,0,1,1,0,0,0,0.760058,104.84
